prod_cProd,prod_cEAN,prod_xProd,prod_NCM,prod_CEST,prod_indEscala,prod_CFOP,prod_uCom,prod_qCom,prod_vUnCom,prod_vProd,prod_cEANTrib,prod_uTrib,prod_qTrib,prod_vUnTrib,prod_indTot,prod_vDesc,prod_vFrete,prod_vOutro,prod_NumItem,ICMS_orig,ICMS_CST,ICMS_modBC,ICMS_vBC,ICMS_pICMS,ICMS_vICMS,ICMS_vICMSDeson,ICMS_vFCP,ICMS_pRedBC,ICMS_vBCSTRet,ICMS_pST,ICMS_vICMSSubstituto,PIS_CST,PIS_vBC,PIS_pPIS,PIS_vPIS,COFINS_CST,COFINS_vBC,COFINS_pCOFINS,COFINS_vCOFINS,prod_cBenef,CNPJ,xNome,emit_UF,IE,emit_cMun,xFant,enderEmit,emit_xMun,CRT,uf_dest,chNFe,cUF,cNF,natOp,mod,serie,nNF,dhEmi,tpNF,idDest,cMunFG,cDV,tpAmb,finNFe,indFinal,indPres,procEmi,verProc,vBC,vICMS,vICMSDeson,vFCP,vBCST,vST,vFCPST,vFCPSTRet,vProd,vFrete,vSeg,vDesc,vII,vIPI,vIPIDevol,vPIS,vCOFINS,vOutro,vNF
4172,7891024194249,DESINF PINHO. SOL 500ML CX/0012,38089419,1100100,,1102,UN12,2.0,UN12,119.96,,,,,,14.34,0,0,011,,020,,44.2,"19,00",8.4,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240710912900000240550010041974581136878021,0,1,00,55,1,4197458,12/07/2024,0,,,,,,,,,,,"230,79",,,,,,,"2319,35","0,00","0,00","193,57",,,,"36,30","167,15","0,00","2125,78"
15531,7897323600856,SODA CAUSTICA SOL 500 GR CX/0012,28151100,2806300,,1102,UN12,1.0,UN12,126.53,,,,,,10.08,0,0,012,,020,,73.25,"19,00",13.92,0,0,,0,0.0,0.0,50,0.0,1.65,2.09,50,126.53,7.6,9.62,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240710912900000240550010041974581136878021,0,1,00,55,1,4197458,12/07/2024,0,,,,,,,,,,,"230,79",,,,,,,"2319,35","0,00","0,00","193,57",,,,"36,30","167,15","0,00","2125,78"
19987,7896495001157,LIMPA FORNO DIABO VERDE LIMAO 250G CX/0012,34025000,1100700,,1102,UN12,1.0,UN12,118.04,,,,,,9.41,0,0,013,,020,,68.34,"19,00",12.98,0,0,,0,0.0,0.0,50,0.0,1.65,1.95,50,118.04,7.6,8.97,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240710912900000240550010041974581136878021,0,1,00,55,1,4197458,12/07/2024,0,,,,,,,,,,,"230,79",,,,,,,"2319,35","0,00","0,00","193,57",,,,"36,30","167,15","0,00","2125,78"
10486,7897938900778,LIMPA ALUMINIO MAGIC BRILL LARANJA 500ML CX/0012,34025000,1100500,,1102,UN12,1.0,UN12,52.39,,,,,,4.18,0,0,014,,020,,30.33,"19,00",5.76,0,0,,0,0.0,0.0,50,0.0,1.65,0.86,50,52.39,7.6,3.98,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240710912900000240550010041974581136878021,0,1,00,55,1,4197458,12/07/2024,0,,,,,,,,,,,"230,79",,,,,,,"2319,35","0,00","0,00","193,57",,,,"36,30","167,15","0,00","2125,78"
16930,7897938900761,LIMPA ALUMINIO MAGIC BRILL MACA 500ML CX/0012,34025000,1100500,,1102,UN12,2.0,UN12,104.8,,,,,,8.35,0,0,015,,020,,60.67,"19,00",11.53,0,0,,0,0.0,0.0,50,0.0,1.65,1.73,50,104.8,7.6,7.96,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240710912900000240550010041974581136878021,0,1,00,55,1,4197458,12/07/2024,0,,,,,,,,,,,"230,79",,,,,,,"2319,35","0,00","0,00","193,57",,,,"36,30","167,15","0,00","2125,78"
312,7897938900075,LIMPA ALUMINIO MAGIC BRILL NEUTRO 500ML CX/0012,34025000,1100500,,1102,UN12,2.0,UN12,104.8,,,,,,8.35,0,0,016,,020,,60.67,"19,00",11.53,0,0,,0,0.0,0.0,50,0.0,1.65,1.73,50,104.8,7.6,7.96,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240710912900000240550010041974581136878021,0,1,00,55,1,4197458,12/07/2024,0,,,,,,,,,,,"230,79",,,,,,,"2319,35","0,00","0,00","193,57",,,,"36,30","167,15","0,00","2125,78"
309,7897938902468,LIMPA ALUMINIO MAGIC BRILL CLEAR 500ML CX/0012,34025000,1100500,,1102,UN12,2.0,UN12,104.8,,,,,,8.35,0,0,017,,020,,60.67,"19,00",11.53,0,0,,0,0.0,0.0,50,0.0,1.65,1.73,50,104.8,7.6,7.96,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240710912900000240550010041974581136878021,0,1,00,55,1,4197458,12/07/2024,0,,,,,,,,,,,"230,79",,,,,,,"2319,35","0,00","0,00","193,57",,,,"36,30","167,15","0,00","2125,78"
7430,5010106111536,BEB WHISKY BALLANTINES FINEST 750ML LT/0001,22083020,0201600,,1102,UN,2.0,UN,98.36,,,,,,15.68,0,0,018,,220,,40.07,"27,00",10.82,0,0,,0,0.0,0.0,50,0.0,1.65,1.62,50,98.36,7.6,7.48,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240710912900000240550010041974581136878021,0,1,00,55,1,4197458,12/07/2024,0,,,,,,,,,,,"230,79",,,,,,,"2319,35","0,00","0,00","193,57",,,,"36,30","167,15","0,00","2125,78"
32366,7898070395019,BEB FIU FIU ICE TRES LIMOES 275 ML PT/0006,22060090,0299900,,1102,PT6,4.0,PT6,131.32,,,,,,20.93,0,0,019,,020,,53.5,"27,00",14.45,0,0,,0,0.0,0.0,50,0.0,1.65,2.17,50,131.32,7.6,9.98,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240710912900000240550010041974581136878021,0,1,00,55,1,4197458,12/07/2024,0,,,,,,,,,,,"230,79",,,,,,,"2319,35","0,00","0,00","193,57",,,,"36,30","167,15","0,00","2125,78"
26328,7898073359445,AZEITE LISBOA VIRGEM BLEND 80%20% 500ML UN/0001,15179010,1702702,,1102,UN,12.0,UN,188.28,,,,,,15.0,0,0,020,,020,,108.99,"19,00",20.71,0,0,,0,0.0,0.0,50,0.0,1.65,3.11,50,188.28,7.6,14.31,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240710912900000240550010041974581136878021,0,1,00,55,1,4197458,12/07/2024,0,,,,,,,,,,,"230,79",,,,,,,"2319,35","0,00","0,00","193,57",,,,"36,30","167,15","0,00","2125,78"
1453,7898080640246,CREME LEITE ITALAC TP 200GR CX/0024,04015021,1701902,,1102,UN24,5.0,UN24,323.55,,,,,,25.78,0,0,021,,020,,187.31,"19,00",35.59,0,0,,0,0.0,0.0,50,0.0,1.65,5.34,50,323.55,7.6,24.59,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240710912900000240550010041974581136878021,0,1,00,55,1,4197458,12/07/2024,0,,,,,,,,,,,"230,79",,,,,,,"2319,35","0,00","0,00","193,57",,,,"36,30","167,15","0,00","2125,78"
20852,,BOLOS,19059090,1703100,,1102,UN,59.0,UN,560.5,,,,,,0.0,0,0,001,,101,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240713395261000108550010000044141955877465,0,1,00,55,1,4414,02/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"560,50","0,00","0,00","0,00",,,,,,"0,00","560,50"
29406,7899915034919,GLP ENVASADO EM BOTIJOES DE 45 KG - ONU 1075 GLP CLAS. 2.1,84143011,2806100,,1653,UN,2.0,UN,780.0,,,,,,0.0,0,0,001,,061,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703163171000634550010000020981198722440,0,1,00,55,1,2098,05/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"780,00","0,00","0,00","0,00",,,,,,"0,00","780,00"
15593,7894900027013,COCA COLA - 2LT - * UNID *,22021000,0301001,,1102,UN,120.0,UN,1020.0,,,,,,0.0,0,0,001,,060,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240733013147000175550040000007491001020017,0,1,00,55,4,749,12/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"1020,00","0,00","0,00","0,00",,,,,,"0,00","1020,00"
29406,7899915034919,MATERIAL DE USO E CONSUMO,84143011,2806100,,1653,UN,1.0,UN,390.0,,,,,,0.0,0,0,001,,061,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703163171000634550010000021031019666704,0,1,00,55,1,2103,10/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"390,00","0,00","0,00","0,00",,,,,,"0,00","390,00"
2414,8000000024145,HORTIFRUTICOLA BANANA PRATA FRESCA CX CX PRODUTOR/EXTRATOR,08031000,,,1102,KG15,20.0,KG15,1185.0,,,,,,8.08,0,0,001,,040,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240701409655000180558900237370491278837226,0,1,08,55,890,23737049,12/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"3165,00","0,00","0,00","57,17",,,,,,"0,00","3107,83"
2417,8000000024176,HORTIFRUTICOLA BANANA MACA FRESCA CX PRODUTOR/EXTRATOR,08039000,,,1102,KG16,2.0,KG16,280.0,,,,,,19.09,0,0,002,,040,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240701409655000180558900237370491278837226,0,1,08,55,890,23737049,12/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"3165,00","0,00","0,00","57,17",,,,,,"0,00","3107,83"
2415,,HORTIFRUTICOLA BANANA NANICA FRESCA CX PRODUTOR/EXTRATOR,08031000,,,1102,KG15,12.0,KG15,360.0,,,,,,4.09,0,0,003,,040,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240701409655000180558900237370491278837226,0,1,08,55,890,23737049,12/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"3165,00","0,00","0,00","57,17",,,,,,"0,00","3107,83"
2868,,HORTIFRUTICOLA BANANA-DA-TERRA FRESCA CX CX PRODUTOR/EXTRATOR,08031000,,,1102,KG16,8.0,KG16,1040.0,,,,,,17.73,0,0,004,,040,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240701409655000180558900237370491278837226,0,1,08,55,890,23737049,12/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"3165,00","0,00","0,00","57,17",,,,,,"0,00","3107,83"
2416,8000000024169,HORTIFRUTICOLA BANANA MARMELO FRESCA CX PRODUTOR/EXTRATOR,08031000,,,1102,KG16,5.0,KG16,300.0,,,,,,8.18,0,0,005,,040,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240701409655000180558900237370491278837226,0,1,08,55,890,23737049,12/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"3165,00","0,00","0,00","57,17",,,,,,"0,00","3107,83"
24748,7898111489974,ESFREGA CHAO MAX,96039000,2805700,,1102,UN12,0.5,UN12,58.8,,,,,,0.0,0,0,001,,101,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,50,0.0,1.65,0.97,50,58.8,7.6,4.47,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703272288000141550010000031301030426602,0,1,00,55,1,3130,12/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"585,60","0,00","0,00","0,00",,,,,,"0,00","585,60"
8848,7898929789211,LIMPA PISO/AZULEJO 26CM C/CABOS,96039000,2805700,,1102,UN12,0.5,UN12,58.8,,,,,,0.0,0,0,002,,101,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,50,0.0,1.65,0.97,50,58.8,7.6,4.47,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703272288000141550010000031301030426602,0,1,00,55,1,3130,12/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"585,60","0,00","0,00","0,00",,,,,,"0,00","585,60"
8845,7898111480308,RODO PLASTICO 40CM PREMIUM,96039000,2805700,,1102,UN12,1.0,UN12,144.0,,,,,,0.0,0,0,003,,101,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,50,0.0,1.65,2.38,50,144.0,7.6,10.94,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703272288000141550010000031301030426602,0,1,00,55,1,3130,12/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"585,60","0,00","0,00","0,00",,,,,,"0,00","585,60"
8844,7898111482029,RODO PLASTICO 50CM PREMIUM,96039000,2805700,,1102,UN12,1.0,UN12,156.0,,,,,,0.0,0,0,004,,101,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,50,0.0,1.65,2.57,50,156.0,7.6,11.86,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703272288000141550010000031301030426602,0,1,00,55,1,3130,12/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"585,60","0,00","0,00","0,00",,,,,,"0,00","585,60"
9740,7898111482012,RODO PLASTICO 60CM PREMIUM,96039000,2805700,,1102,UN12,1.0,UN12,168.0,,,,,,0.0,0,0,005,,101,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,50,0.0,1.65,2.77,50,168.0,7.6,12.77,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240703272288000141550010000031301030426602,0,1,00,55,1,3130,12/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"585,60","0,00","0,00","0,00",,,,,,"0,00","585,60"
20854,,BOLOS,19059090,1703100,,1102,UN,59.0,UN,560.5,,,,,,0.0,0,0,001,,101,,0.0,"0,00",0.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,52240713395261000108550010000044381688644342,0,1,00,55,1,4438,09/07/2024,0,,,,,,,,,,,"0,00",,,,,,,"560,50","0,00","0,00","0,00",,,,,,"0,00","560,50"
10056,7896111907641,ESMALTE IMPALA BASE UNHAS FRACA -SM- (REF.042) 6X1*,33043000,2001200,,2102,UN6,4.0,UN6,67.44,,,,,,0.0,0,0,001,,500,,67.43,"7,00",4.72,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,31240725769266000124550000206091621092158100,0,1,00,55,0,20609162,10/07/2024,0,,,,,,,,,,,"137,47",,,,,,,"1964,34","0,00","0,00","0,00",,,,,,"0,00","1964,34"
32368,7896111945889,ESMALTE IMPALA CREMOSO BONECA DE LUXO-SM- (REF.917) 6X1*,33043000,2001200,,2102,PT6,1.0,PT6,22.48,,,,,,0.0,0,0,002,,500,,22.48,"7,00",1.57,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,31240725769266000124550000206091621092158100,0,1,00,55,0,20609162,10/07/2024,0,,,,,,,,,,,"137,47",,,,,,,"1964,34","0,00","0,00","0,00",,,,,,"0,00","1964,34"
32369,7896111945858,ESMALTE IMPALA CREMOSO CAFE CAFE-SM- (REF.914) 6X1*,33043000,2001200,,2102,PT6,4.0,PT6,67.44,,,,,,0.0,0,0,003,,500,,67.43,"7,00",4.72,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,31240725769266000124550000206091621092158100,0,1,00,55,0,20609162,10/07/2024,0,,,,,,,,,,,"137,47",,,,,,,"1964,34","0,00","0,00","0,00",,,,,,"0,00","1964,34"
7177,7896111908471,ESMALTE IMPALA CREMOSO PRETO -SM- (REF.501) 6X1*,33043000,2001200,,2102,UN6,4.0,UN6,67.44,,,,,,0.0,0,0,004,,500,,67.43,"7,00",4.72,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,31240725769266000124550000206091621092158100,0,1,00,55,0,20609162,10/07/2024,0,,,,,,,,,,,"137,47",,,,,,,"1964,34","0,00","0,00","0,00",,,,,,"0,00","1964,34"
5093,7896111913062,ESMALTE IMPALA PEROLA NENEM-SM- (REF.256) 6X1*,33043000,2001200,,2102,UN6,4.0,UN6,67.44,,,,,,0.0,0,0,005,,500,,67.43,"7,00",4.72,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,31240725769266000124550000206091621092158100,0,1,00,55,0,20609162,10/07/2024,0,,,,,,,,,,,"137,47",,,,,,,"1964,34","0,00","0,00","0,00",,,,,,"0,00","1964,34"
14804,7896111992968,ESMALTE IMPALA COR DA MODA CREMOSO COMPAIXAO -SM- 6X1 REF= 744*,33043000,2001200,,2102,UN6,1.0,UN6,22.48,,,,,,0.0,0,0,006,,500,,22.48,"7,00",1.57,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,31240725769266000124550000206091621092158100,0,1,00,55,0,20609162,10/07/2024,0,,,,,,,,,,,"137,47",,,,,,,"1964,34","0,00","0,00","0,00",,,,,,"0,00","1964,34"
32370,7896111992715,ESMALTE IMPALA COR DA MODA CREMOSO SERENA -SM- 6X1 REF=731*,33043000,2001200,,2102,PT6,4.0,PT6,67.44,,,,,,0.0,0,0,007,,500,,67.43,"7,00",4.72,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,31240725769266000124550000206091621092158100,0,1,00,55,0,20609162,10/07/2024,0,,,,,,,,,,,"137,47",,,,,,,"1964,34","0,00","0,00","0,00",,,,,,"0,00","1964,34"
15718,7896111992678,ESMALTE IMPALA COR DA MODA CREMOSO SUTILEZA -SM- 6X1 REF= 2729*,33043000,2001200,,2102,UN6,1.0,UN6,22.48,,,,,,0.0,0,0,008,,500,,22.48,"7,00",1.57,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,31240725769266000124550000206091621092158100,0,1,00,55,0,20609162,10/07/2024,0,,,,,,,,,,,"137,47",,,,,,,"1964,34","0,00","0,00","0,00",,,,,,"0,00","1964,34"
32371,7896111999639,ESMALTE IMPALA VIVA AME E BRILHE GLITTER 3D VIM BRILHAR 6X1*,33043000,2001200,,2102,PT6,4.0,PT6,99.92,,,,,,0.0,0,0,009,,500,,99.94,"7,00",7.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,31240725769266000124550000206091621092158100,0,1,00,55,0,20609162,10/07/2024,0,,,,,,,,,,,"137,47",,,,,,,"1964,34","0,00","0,00","0,00",,,,,,"0,00","1964,34"
32372,7896111985779,ESMALTE IMPALA VIVA AME E BRILHE GLITTER 3D VIVA COM AMOR 6X1*,33043000,2001200,,2102,PT6,4.0,PT6,99.92,,,,,,0.0,0,0,010,,500,,99.94,"7,00",7.0,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,31240725769266000124550000206091621092158100,0,1,00,55,0,20609162,10/07/2024,0,,,,,,,,,,,"137,47",,,,,,,"1964,34","0,00","0,00","0,00",,,,,,"0,00","1964,34"
32373,7896111921739,ESMALTE IMPALA BASE VITAMINADA -SM- (REF.048) 6X1*,33043000,2001200,,2102,UN6,4.0,UN6,67.44,,,,,,0.0,0,0,011,,500,,67.43,"7,00",4.72,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,31240725769266000124550000206091621092158100,0,1,00,55,0,20609162,10/07/2024,0,,,,,,,,,,,"137,47",,,,,,,"1964,34","0,00","0,00","0,00",,,,,,"0,00","1964,34"
32374,7896111999950,ESMALTE IMPALA COR DA MODA 2024 CREMOSO DELICADO 6X1 R2975*,33043000,2001200,,2102,UN6,1.0,UN6,24.49,,,,,,0.0,0,0,012,,500,,24.49,"7,00",1.71,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,31240725769266000124550000206091621092158100,0,1,00,55,0,20609162,10/07/2024,0,,,,,,,,,,,"137,47",,,,,,,"1964,34","0,00","0,00","0,00",,,,,,"0,00","1964,34"
32375,7896111999943,ESMALTE IMPALA COR DA MODA 2024 CREMOSO DESTINOS 6X1 R2974*,33043000,2001200,,2102,UN6,1.0,UN6,24.49,,,,,,0.0,0,0,013,,500,,24.49,"7,00",1.71,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,31240725769266000124550000206091621092158100,0,1,00,55,0,20609162,10/07/2024,0,,,,,,,,,,,"137,47",,,,,,,"1964,34","0,00","0,00","0,00",,,,,,"0,00","1964,34"
32376,7896111999936,ESMALTE IMPALA COR DA MODA 2024 CREMOSO FASCINACAO 6X1 R2976*,33043000,2001200,,2102,UN6,1.0,UN6,24.49,,,,,,0.0,0,0,014,,500,,24.49,"7,00",1.71,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,31240725769266000124550000206091621092158100,0,1,00,55,0,20609162,10/07/2024,0,,,,,,,,,,,"137,47",,,,,,,"1964,34","0,00","0,00","0,00",,,,,,"0,00","1964,34"
32377,7896111999967,ESMALTE IMPALA COR DA MODA 2024 CREMOSO INTENSO 6X1 R2980*,33043000,2001200,,2102,UN6,1.0,UN6,24.49,,,,,,0.0,0,0,015,,500,,24.49,"7,00",1.71,0,0,,0,0.0,0.0,73,0.0,0.0,0.0,73,0.0,0.0,0.0,,32832605000135,VALE ATACADAO LTDA,GO,107528835,5210901,VAREJAO PAI & FILHO,RUA ABILIO NEVES QUADRA 4 LOTE 1 SALA 2,,,,31240725769266000124550000206091621092158100,0,1,00,55,0,20609162,10/07/2024,0,,,,,,,,,,,"137,47",,,,,,,"1964,34","0,00","0,00","0,00",,,,,,"0,00","1964,34"
